timestamp,open,high,low,close,volume
2019-04-26,0.0099,0.01052,0.00434,0.00442,3149336325.2
2019-04-29,0.00442,0.00516,0.00343,0.00432,2336695228.4
2019-05-02,0.00432,0.00468,0.00381,0.00397,700820875.1
2019-05-05,0.00396,0.00406,0.00333,0.00336,604987932.1
2019-05-08,0.00335,0.00388,0.00303,0.00378,774760972.1
2019-05-11,0.00379,0.0092,0.00371,0.00868,4732122566.8
2019-05-14,0.00864,0.01205,0.00705,0.01087,7823672386.5
2019-05-17,0.01086,0.02069,0.00921,0.02018,8978011346.0
2019-05-20,0.02016,0.045,0.01833,0.02209,16587254691.8
2019-05-23,0.02215,0.03401,0.02143,0.02475,10274955017.3
2019-05-26,0.02482,0.02725,0.02076,0.0238,4027824120.6
2019-05-29,0.02379,0.02487,0.01824,0.02216,2974047906.1
2019-06-01,0.02216,0.02289,0.01873,0.01911,1993002976.1
2019-06-04,0.01911,0.02514,0.0178,0.02361,4731280409.2
2019-06-07,0.02361,0.0276,0.02231,0.02537,2511423895.0
2019-06-10,0.02537,0.02735,0.02281,0.02305,2194480125.4
2019-06-13,0.02304,0.02475,0.019,0.02179,2447940311.2
2019-06-16,0.02179,0.02385,0.02063,0.02247,1866383936.1
2019-06-19,0.02249,0.0244,0.02061,0.021,2956834819.5
2019-06-22,0.02103,0.02276,0.02,0.02072,2472620801.5
2019-06-25,0.02072,0.02168,0.01639,0.01942,2143942755.0
2019-06-28,0.01948,0.0269,0.01905,0.02217,2799617598.9
2019-07-01,0.02218,0.02313,0.01857,0.0193,1346137120.3
2019-07-04,0.01926,0.01958,0.017,0.01768,725784427.6
2019-07-07,0.01768,0.0184,0.01505,0.01622,667552864.6
2019-07-10,0.01622,0.01748,0.01409,0.0157,950214275.0
2019-07-13,0.0157,0.01778,0.01288,0.01386,925504856.2
2019-07-16,0.01385,0.01459,0.01163,0.01362,735918330.1
2019-07-19,0.01365,0.01448,0.0131,0.01345,239319054.8
2019-07-22,0.01346,0.0136,0.01109,0.01193,268155081.4
2019-07-25,0.01191,0.01327,0.01173,0.01198,264524683.6
2019-07-28,0.01198,0.01216,0.011,0.01157,161590544.3
2019-07-31,0.01151,0.01166,0.01041,0.01109,334027547.2
2019-08-03,0.01109,0.01293,0.00951,0.01169,908499110.1
2019-08-06,0.01168,0.02063,0.01164,0.01453,4570563315.3
2019-08-09,0.01444,0.0187,0.0121,0.01603,2581941509.6
2019-08-12,0.01609,0.0182,0.01454,0.01475,2156510947.0
2019-08-15,0.01475,0.01566,0.01316,0.01417,985847088.1
2019-08-18,0.01416,0.01599,0.0136,0.01578,955467753.0
2019-08-21,0.01582,0.01736,0.01442,0.01534,1193418104.0
2019-08-24,0.01536,0.01545,0.01355,0.01392,620083735.1
2019-08-27,0.01391,0.0149,0.01148,0.01168,493793930.1
2019-08-30,0.01168,0.01245,0.01132,0.01217,250615667.5
2019-09-02,0.01225,0.015,0.01202,0.0141,593047651.3
2019-09-05,0.01411,0.0152,0.0134,0.01379,505994759.3
2019-09-08,0.01378,0.01464,0.01297,0.0135,361646094.0
2019-09-11,0.01351,0.01372,0.0125,0.01293,217517531.7
2019-09-14,0.01293,0.01344,0.01251,0.0129,161525557.3
2019-09-17,0.0129,0.01486,0.01276,0.01366,595498364.2
2019-09-20,0.01374,0.01388,0.01234,0.01252,187671674.4
2019-09-23,0.01252,0.01348,0.01037,0.01098,491197047.8
2019-09-26,0.01096,0.01153,0.01,0.01121,336873897.6
2019-09-29,0.01123,0.01128,0.01001,0.01069,348423219.6
2019-10-02,0.01065,0.01097,0.01031,0.01055,165673418.8
2019-10-05,0.01055,0.01112,0.01003,0.01091,311335812.0
2019-10-08,0.0109,0.0171,0.01067,0.0161,1400757493.2
2019-10-11,0.0161,0.01766,0.01408,0.01494,1497087861.4
2019-10-14,0.01493,0.01672,0.01283,0.01386,971387364.6
2019-10-17,0.01386,0.01458,0.013,0.01376,509576650.0
2019-10-20,0.01376,0.01533,0.0132,0.01443,705505341.2
2019-10-23,0.01443,0.01474,0.01259,0.01435,828871434.3
2019-10-26,0.01438,0.01515,0.01316,0.01398,931265510.8
2019-10-29,0.01399,0.01443,0.01324,0.0136,409293311.9
2019-11-01,0.0136,0.01406,0.01329,0.01354,243463607.0
2019-11-04,0.01354,0.01514,0.01351,0.01447,651283725.0
2019-11-07,0.01446,0.01546,0.01379,0.01491,636121224.8
2019-11-10,0.01489,0.016,0.01449,0.01487,552780165.6
2019-11-13,0.01492,0.01517,0.01356,0.01381,289855261.6
2019-11-16,0.01381,0.01478,0.01361,0.01404,259652572.6
2019-11-19,0.01404,0.0151,0.01332,0.01425,581629518.6
2019-11-22,0.01427,0.0177,0.01215,0.01515,1452739704.3
2019-11-25,0.01509,0.025,0.01485,0.02459,2679600966.9
2019-11-28,0.02458,0.0296,0.02221,0.0289,1542686339.3
2019-12-01,0.02891,0.03116,0.02484,0.02915,1441802615.6
2019-12-04,0.0292,0.04198,0.02776,0.04136,1691233145.2
2019-12-07,0.04146,0.0427,0.03343,0.03425,1562745937.5
2019-12-10,0.03424,0.03483,0.01124,0.01572,8764261300.8
2019-12-13,0.01571,0.01686,0.01316,0.01422,2551962760.0
2019-12-16,0.01421,0.01462,0.01126,0.0127,2799101345.2
2019-12-19,0.01271,0.0184,0.01221,0.01798,3678924891.6
2019-12-22,0.01798,0.01998,0.01463,0.01613,3928798332.4
2019-12-25,0.01613,0.01698,0.01451,0.01518,1435309535.4
2019-12-28,0.01519,0.01546,0.0142,0.01427,636589708.7
2019-12-31,0.01428,0.01578,0.01366,0.01467,1345761247.4
2020-01-03,0.01466,0.01549,0.01417,0.01483,797670669.7
2020-01-06,0.01482,0.01595,0.01469,0.01499,1104624826.2
2020-01-09,0.015,0.01514,0.01423,0.01479,570321221.2
2020-01-12,0.01478,0.01605,0.01466,0.01564,883689438.1
2020-01-15,0.01563,0.01926,0.01542,0.0187,2017570942.6
2020-01-18,0.0187,0.01886,0.01584,0.01685,1045808127.4
2020-01-21,0.01686,0.01745,0.01569,0.01605,716616685.4
2020-01-24,0.01605,0.01666,0.01531,0.01645,482601361.1
2020-01-27,0.01648,0.01737,0.01647,0.01704,787177089.1
